#
# obstacle_immobile_150cm.txt - Text file for the Sensing System
#
# 2 June 2020 - 1.0
#
# Author: Ruben Condesso - 81969 - 2nd Semester (2020)
#
#
# SmartBike System - Master Thesis in Telecommunications and Computer Engineering
#
#
# Output of the results from the detection of an obstacle, using the Ultrasonic Sensor
#
# Obstacle (wall) is immobile and at 150cm from the sensor
#
# Ultrasonic sensor is 1 meter high -> about the height of a bicycle
#
# The wall is 3.20 x 2.50 meters
#
# The mean, variance and standard variation of the collected values are calculated
#


# =================================================================================== Output starts here ===================================================================================== #

ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:18 | Obstacle distance: 149.16 | State: Immobile | GPS Coordinates: 38.7367287,-9.3089644
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:19 | Obstacle distance: 149.14 | State: Immobile | GPS Coordinates: 38.7367289,-9.3089687
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:20 | Obstacle distance: 149.01 | State: Immobile | GPS Coordinates: 38.7367289,-9.3089687
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:21 | Obstacle distance: 149.28 | State: Immobile | GPS Coordinates: 38.7367291,-9.3089711
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:22 | Obstacle distance: 150.09 | State: Immobile | GPS Coordinates: 38.7367294,-9.3089713
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:23 | Obstacle distance: 149.16 | State: Immobile | GPS Coordinates: 38.7367294,-9.3089713
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:24 | Obstacle distance: 149.26 | State: Immobile | GPS Coordinates: 38.7367308,-9.3089725
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:25 | Obstacle distance: 149.07 | State: Immobile | GPS Coordinates: 38.7367317,-9.3089736
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:26 | Obstacle distance: 148.97 | State: Immobile | GPS Coordinates: 38.7367317,-9.3089736
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:27 | Obstacle distance: 149.2 | State: Immobile | GPS Coordinates: 38.736733,-9.3089753
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:28 | Obstacle distance: 149.25 | State: Immobile | GPS Coordinates: 38.7367359,-9.3089744
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:29 | Obstacle distance: 149.56 | State: Immobile | GPS Coordinates: 38.7367369,-9.3089739
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:31 | Obstacle distance: 148.85 | State: Immobile | GPS Coordinates: 38.7367369,-9.3089739
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:32 | Obstacle distance: 149.25 | State: Immobile | GPS Coordinates: 38.7367378,-9.3089745
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:33 | Obstacle distance: 149.08 | State: Immobile | GPS Coordinates: 38.7367378,-9.3089745
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:34 | Obstacle distance: 149.21 | State: Immobile | GPS Coordinates: 38.7367372,-9.3089738
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:35 | Obstacle distance: 149.16 | State: Immobile | GPS Coordinates: 38.7367368,-9.3089733
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:36 | Obstacle distance: 148.63 | State: Immobile | GPS Coordinates: 38.736737,-9.3089739
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:37 | Obstacle distance: 149.09 | State: Immobile | GPS Coordinates: 38.736737,-9.3089739
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:38 | Obstacle distance: 149.06 | State: Immobile | GPS Coordinates: 38.7367362,-9.3089726
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:39 | Obstacle distance: 149.21 | State: Immobile | GPS Coordinates: 38.7367369,-9.3089723
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:40 | Obstacle distance: 149.18 | State: Immobile | GPS Coordinates: 38.7367369,-9.3089723
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:41 | Obstacle distance: 149.3 | State: Immobile | GPS Coordinates: 38.7367365,-9.3089705
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:42 | Obstacle distance: 18.15 | State: Moving | GPS Coordinates: 38.7367365,-9.3089705
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:43 | Obstacle distance: 149.21 | State: Moving | GPS Coordinates: 38.736736,-9.3089693
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:44 | Obstacle distance: 149.15 | State: Immobile | GPS Coordinates: 38.7367355,-9.3089683
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:45 | Obstacle distance: 149.59 | State: Immobile | GPS Coordinates: 38.7367355,-9.3089683
ID: 192.168.0.1 | Timestamp: 15 6 2020 18:1:46 | Obstacle distance: 149.19 | State: Immobile | GPS Coordinates: 38.736735,-9.3089675
